	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	CIDADE_ELABORACAO	SEC_ELABORACAO	DEP_ELABORACAO	NUM_BO	ANO_BO	DATA_FATO	dia	mês	ano	MÊS OCOR	ANO OCOR	DP_ELABORACAO	COORPORAÇÃO	SITUAÇÃO	ID_DELEGACIA	MUNICIPIO_CIRC	"DEPARTAMENTO_
CIRC"	SECCIONAL_CIRC	CIRCUNSCRIÇÃO	DESCR_TIPO_PESSOA	SEXO_PESSOA	IDADE_PESSOA	COR	DATA_NASCIMENTO_PESSOA	DESCR_PROFISSAO	HORA_FATO	DESCR_TIPOLOCAL	LOGRADOURO	NUMERO_LOGRADOURO	LATITUDE	LONGITUDE	NATUREZAS	CONDUTA	DESDOBRAMENTO	FLAG_VITIMA_FATAL	DATAHORA_REGISTRO_BO	HORA_FATO_HOUR_ONLY	COR_FOMATADO	SEXO_FOMATADO
48	48	48	IACRI	DEL.SEC.TUPÃ	DEINTER 4 - BAURU	50	2013	06/02/2013	6	2	2013	2	2013	DEL.POL.IACRI	PC	serviço	80403	IACRI	DEINTER 4 - BAURU	DEL.SEC.TUPÃ	OUTRAS DELEGACIAS	Autor/Vitima	Masculino	42	Preta	06/03/1970	DESEMPREGADO(A)	15:40:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-21.859759999999934	-50.68933999999996	Lesão corporal seguida de morte (art. 129, §3o.)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim		15	Preta	Masculino
49	49	49	PIRACICABA	DEL.SEC.PIRACICABA	DEINTER 9 - PIRACICABA	60	2013	19/02/2013	19	2	2013	2	2013	DEL.INV.GER. PIRACICABA	PC	serviço	240001	PIRACICABA	DEINTER 9 - PIRACICABA	DEL.SEC.PIRACICABA	OUTRAS DELEGACIAS	Indiciado	Masculino	29	Branca	04/04/1983	JARDINEIRO(A)	11:00:00	Via pública	R. INV LUCIDIO LEITE X R. JAYME PEREIRA	NÃO INFORMADO	-22.725359999999966	-47.64777999999996	Lesão corporal (art. 129)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim		11	Branca	Masculino
50	50	50	CANANEIA	DEL.SEC.JACUPIRANGA	DEINTER 6 - SANTOS	76	2013	07/02/2013	7	2	2013	2	2013	DEL.POL.CANANEIA	PM	serviço	40101	CANANEIA	DEINTER 6 - SANTOS	DEL.SEC.JACUPIRANGA	OUTRAS DELEGACIAS	Autor	Masculino	18	Branca	14/07/1994	NÃO INFORMADO	08:00:00	Via pública	ESTRADA DOS ARGOLÕES	0	-25.01316999999995	-47.92892999999998	Homicídio simples (art. 121)			Sim	07/02/2013	08	Branca	Masculino
51	51	51	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	102	2013	02/02/2013	2	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	15ª DP DR LUCIANO H BEIGUELMAN	Autor/Vitima	Masculino	37	Parda	04/12/1975	NÃO INFORMADO	13:06:00	Via pública	R JAPAO	184	-23.5790885895647	-46.67352722727861	Localização/Apreensão e Entrega de veículo			Sim	02/02/2013	13	Parda	Masculino
52	52	52	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	107	2013	03/02/2013	3	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	92º D.P. P. STO ANTONIO	Autor/Vitima	Masculino	NÃO INFORMADO	Branca	NÃO INFORMADO	NÃO INFORMADO	21:40:00	Via pública	R ANTONIO RAMOS ROSA	0	-23.6576230839257	-46.741819683613386	Roubo (art. 157)	VEICULO		Sim	04/02/2013	21	Branca	Masculino
53	53	53	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	107	2013	03/02/2013	3	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	92º D.P. P. STO ANTONIO	Autor/Vitima	Masculino	NÃO INFORMADO	Preta	NÃO INFORMADO	NÃO INFORMADO	21:40:00	Via pública	R ANTONIO RAMOS ROSA	0	-23.6576230839257	-46.741819683613386	Roubo (art. 157)	VEICULO		Sim	04/02/2013	21	Preta	Masculino
54	54	54	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	109	2013	04/02/2013	4	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	68º D.P. LAGEADO	Autor/Vitima	Masculino	18	Preta	02/04/1994	NÃO INFORMADO	15:00:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-23.56286999999997	-46.65467999999999	Homicídio simples (art. 121)			Sim	04/02/2013	15	Preta	Masculino
55	55	55	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	112	2013	04/02/2013	4	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	FRANCO DA ROCHA	DEMACRO	DEL.SEC.FRANCO DA ROCHA	DEL.POL.FRANCO ROCHA	Autor/Vitima	Masculino	36	Branca	22/08/1976	COMERCIANTE	19:50:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-23.56286999999997	-46.65467999999999	Homicídio simples (art. 121)			Sim	05/02/2013	19	Branca	Masculino
56	56	56	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	127	2013	10/02/2013	10	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	67º D.P. JARDIM ROBRU	Autor/Vitima	Masculino	23	Parda	21/05/1989	NÃO INFORMADO	14:15:00	Via pública	R ARGENITA	7	-23.5117236608071	-46.408311772355496	Roubo (art. 157)	VEICULO		Sim	10/02/2013	14	Parda	Masculino
57	57	57	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	143	2013	15/02/2013	15	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	49º D.P. SAO MATEUS	Vítima	Masculino	24	Branca	27/03/1988	AJUDANTE	10:00:00	Comércio e serviços	AV RAGUEB CHOHFI	6085	-23.595273829180602	-46.430581902686995	Roubo (art. 157)	ESTABELECIMENTO COMERCIAL		Sim	15/02/2013	10	Branca	Masculino
58	58	58	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	143	2013	15/02/2013	15	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	49º D.P. SAO MATEUS	Vítima	Masculino	27	Preta	27/10/1985	NÃO INFORMADO	10:00:00	Comércio e serviços	AV RAGUEB CHOHFI	6085	-23.595273829180602	-46.430581902686995	Resistência (art. 329)			Sim	15/02/2013	10	Preta	Masculino
59	59	59	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	156	2013	21/02/2013	21	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	folga	200100	GUARULHOS	DEMACRO	DEL.SEC.GUARULHOS	02º D.P. GUARULHOS	Autor/Vitima	NÃO INFORMADO	NÃO INFORMADO	Branca	NÃO INFORMADO	NÃO INFORMADO	11:00:00	Comércio e serviços	R QUINZE	458	-23.4306089560675	-46.5541196209563	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	21/02/2013	11	Branca	NÃO INFORMADO
60	60	60	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	157	2013	21/02/2013	21	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PC	folga	200100	ITAQUAQUECETUBA	DEMACRO	DEL.SEC.MOGI DAS CRUZES	DEL.POL.ITAQUAQUECETUBA	Autor/Vitima	Masculino	32	Parda	19/05/1980	AUTONOMO(A)	12:30:00	Via pública	R PIRAJU	265	-23.7533619368483	-46.68453215259451	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim		12	Parda	Masculino
61	61	61	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	162	2013	22/02/2013	22	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	ITAPEVI	DEMACRO	DEL.SEC.CARAPICUIBA	DEL.POL.ITAPEVI	Autor/Vitima	Masculino	18	Branca	12/05/1994	NÃO INFORMADO	20:18:00	Via pública	RODOVIA ENG RENE BENEDITO DA SILVA	0	-23.536691155588997	-46.9742743072116	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	23/02/2013	20	Branca	Masculino
62	62	62	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	162	2013	22/02/2013	22	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	ITAPEVI	DEMACRO	DEL.SEC.CARAPICUIBA	DEL.POL.ITAPEVI	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	20:18:00	Via pública	RODOVIA ENG RENE BENEDITO DA SILVA	3531	-23.536691155588997	-46.9742743072116	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	23/02/2013	20	Parda	Masculino
63	63	63	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	165	2013	23/02/2013	23	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	89º D.P. JARDIM TABOAO	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	05:35:00	Via pública	AV GIOVANNI GRONCHI	2911	-23.6076112571801	-46.725601290945605	Roubo (art. 157)	VEICULO		Sim	23/02/2013	05	Parda	Masculino
64	64	64	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	166	2013	23/02/2013	23	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	22º D.P. SAO MIGUEL PTA	Autor/Vitima	Masculino	19	Parda	02/01/1994	ESTUDANTE	22:00:00	Via pública	R CAPAO ALTO	70	-23.499067146009196	-46.425756239053705	Roubo (art. 157)	TRANSEUNTE		Sim	23/02/2013	22	Parda	Masculino
65	65	65	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	174	2013	26/02/2013	26	2	2013	2	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	90º D.P. PQ. NOVO MUNDO	Autor/Vitima	Masculino	36	Branca	15/02/1977	AJUDANTE GERAL	02:40:00	Comércio e serviços	R SOLD FRANCISCO FRANCO	89	-23.5226019302215	-46.5657787174471	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	26/02/2013	02	Branca	Masculino
66	66	66	JUNDIAI	DEL.SEC.JUNDIAI	DEINTER 2 - CAMPINAS	195	2013	07/02/2013	7	2	2013	2	2013	07º D.P. JUNDIAI	PM	serviço	70424	JUNDIAI	DEINTER 2 - CAMPINAS	DEL.SEC.JUNDIAI	07º D.P. JUNDIAI	Vítima	Masculino	25	Branca	02/02/1988	MARCENEIRO(A)	11:30:00	Via pública	MANOELA LACERDA DE VERGUEIRO	70	-23.187755593391447	-46.89988724636943	Resistência (art. 329)			Sim	07/02/2013	11	Branca	Masculino
67	67	67	SANTOS	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	225	2013	01/02/2013	1	2	2013	2	2013	05º D.P. SANTOS	PM	serviço	40215	SANTOS	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	05º D.P. SANTOS	Vítima	Masculino	17	Branca	09/02/1995	NÃO INFORMADO	16:40:00	Via pública	R MARIA MERCEDES FEA	79	-23.9350365938714	-46.348768809233206	Homicídio simples (art. 121)			Sim	01/02/2013	16	Branca	Masculino
68	68	68	CUBATAO	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	307	2013	11/02/2013	11	2	2013	2	2013	DEL.POL.CUBATÃO	PM	serviço	40202	CUBATAO	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	02º D.P. CUBATÃO	Autor/Vitima	Masculino	15	Parda	18/01/1998	ESTUDANTE	20:00:00	Via pública	BECO FAVELA CHIQUE	0	-23.892579999999953	-46.42814999999996	Resistência (art. 329)			Sim	11/02/2013	20	Parda	Masculino
69	69	69	PONTAL	DEL.SEC.SERTÃOZINHO	DEINTER 3 - RIBEIRAO PRETO	335	2013	25/02/2013	25	2	2013	2	2013	DEL.POL.PONTAL	PM	serviço	100414	PONTAL	DEINTER 3 - RIBEIRAO PRETO	DEL.SEC.SERTÃOZINHO	OUTRAS DELEGACIAS	Autor/Vitima	Masculino	30	Parda	02/11/1982	LAVRADOR(A)	19:20:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-21.02733999999998	-48.037439999999954	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	25/02/2013	19	Parda	Masculino
70	70	70	OSASCO	DEL.SEC.OSASCO	DEMACRO	695	2013	05/02/2013	5	2	2013	2	2013	05º D.P. OSASCO	PM	folga	30418	OSASCO	DEMACRO	DEL.SEC.OSASCO	05º D.P. OSASCO	Indiciado	Masculino	20	Parda	29/12/1992	NÃO INFORMADO	13:34:00	Estabelecimento bancário	R ANTONIO AGU	750	-23.534702673515802	-46.77981910369229	Resistência (art. 329)			Sim	05/02/2013	13	Parda	Masculino
71	71	71	PERUIBE	DEL.SEC.ITANHAEM	DEINTER 6 - SANTOS	803	2013	20/02/2013	20	2	2013	2	2013	DEL.POL.PERUIBE	PM	serviço	40208	PERUIBE	DEINTER 6 - SANTOS	DEL.SEC.ITANHAEM	DEL.POL.PERUIBE	Vítima	Masculino	25	Branca	17/03/1987	SERVENTE	07:00:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-24.31917999999996	-46.999139999999954	Roubo (art. 157)	RESIDENCIA	caput. Subtrair coisa móvel alheia, mediante grave ameaça ou violência a pessoa	Sim	20/02/2013	07	Branca	Masculino
72	72	72	SUMARE	DEL.SEC.AMERICANA	DEINTER 9 - PIRACICABA	907	2013	21/02/2013	21	2	2013	2	2013	DEL.POL.PLANTÃO SUMARE	PM	folga	70926	SUMARE	DEINTER 9 - PIRACICABA	DEL.SEC.AMERICANA	03º D.P. SUMARE	Vítima	Masculino	30	Parda	25/02/1982	NÃO INFORMADO	20:47:00	Comércio e serviços	RUA ADOLFO BERTO DE OLIVEIRA	0	-23.5031690323625	-46.760115087975706	Roubo (art. 157)	ESTABELECIMENTO COMERCIAL		Sim	22/02/2013	20	Parda	Masculino
73	73	73	SUMARE	DEL.SEC.AMERICANA	DEINTER 9 - PIRACICABA	907	2013	21/02/2013	21	2	2013	2	2013	DEL.POL.PLANTÃO SUMARE	PM	folga	70926	SUMARE	DEINTER 9 - PIRACICABA	DEL.SEC.AMERICANA	03º D.P. SUMARE	Vítima	Masculino	NÃO INFORMADO	Branca	NÃO INFORMADO	NÃO INFORMADO	20:47:00	Comércio e serviços	RUA ADOLFO BERTO DE OLIVEIRA	0	-23.5031690323625	-46.760115087975706	Roubo (art. 157)	ESTABELECIMENTO COMERCIAL		Sim	22/02/2013	20	Branca	Masculino
74	74	74	PRAIA GRANDE	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	1294	2013	15/02/2013	15	2	2013	2	2013	DEL.POL.PRAIA GRANDE	PM	folga	40209	PRAIA GRANDE	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	OUTRAS DELEGACIAS	Indiciado	Masculino	35	Parda	29/10/1977	MOTO-BOY	13:30:00	Via pública	AV KENNEDY	7678	-24.045189999999927	-46.52554999999995	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	15/02/2013	13	Parda	Masculino
75	75	75	RIBEIRAO PRETO	DEL.SEC.RIBEIRAO PRETO	DEINTER 3 - RIBEIRAO PRETO	1378	2013	21/02/2013	21	2	2013	2	2013	PLANTÃO 01º RIBEIRÃO PRETO	PM	serviço	100449	RIBEIRAO PRETO	DEINTER 3 - RIBEIRAO PRETO	DEL.SEC.RIBEIRAO PRETO	03º D.P. RIBEIRAO PRETO	Vítima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	23:15:00	Via pública	AV RIO PARDO	0	-21.148472990880197	-47.8297234894155	Captura de procurado			Sim	22/02/2013	23	Parda	Masculino
76	76	76	S.PAULO	DEL.SEC.6º SANTO AMARO	DECAP	1408	2013	26/02/2013	26	2	2013	2	2013	101º D.P. JDIM IMBUIAS	PM	folga	10374	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	25º D.P. PARELHEIROS	Vítima	Masculino	19	Parda	10/12/1993	NÃO INFORMADO	00:04:00	Via pública	AV SADAMU INOUE	980	-23.7815056438869	-46.725803656051205	Homicídio simples (art. 121)			Sim	26/02/2013	00	Parda	Masculino
77	77	77	SOROCABA	DEL.SEC.SOROCABA	DEINTER 7 - SOROCABA	1639	2013	11/02/2013	11	2	2013	2	2013	PLANTÃO DE SOROCABA - Z. NORTE	PM	serviço	120607	SOROCABA	DEINTER 7 - SOROCABA	DEL.SEC.SOROCABA	11º D.P. SOROCABA	Autor	Masculino	NÃO INFORMADO	Branca	NÃO INFORMADO	NÃO INFORMADO	01:54:00	Via pública	R ORSELIO PEREIRA	135	-23.4320129405234	-47.4518246968311	Homicídio simples (art. 121)			Sim	11/02/2013	01	Branca	Masculino
78	78	78	GUARUJA	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	1646	2013	17/02/2013	17	2	2013	2	2013	DEL.POL.GUARUJA	PM	serviço	40203	GUARUJA	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	02º D.P. GUARUJA	Autor/Vitima	Masculino	19	Preta	29/06/1993	NÃO INFORMADO	14:59:00	Via pública	RUA ANDRE REBOUÇAS	27	-23.94500476718844	-46.29744134909364	Resistência (art. 329)			Sim	17/02/2013	14	Preta	Masculino
79	79	79	CAMPINAS	DEL.SEC.1º CAMPINAS	DEINTER 2 - CAMPINAS	2195	2013	12/02/2013	12	2	2013	2	2013	01º D.P. CAMPINAS	PM	serviço	70301	CAMPINAS	DEINTER 2 - CAMPINAS	DEL.SEC.1º CAMPINAS	04º D.P. CAMPINAS	Autor/Vitima	Masculino	26	Preta	24/07/1986	DESEMPREGADO	03:15:00	Estabelecimento bancário	AV IGUATEMI	0	-22.8929014221924	-47.034028249581795	Homicídio simples (art. 121)			Sim	12/02/2013	03	Preta	Masculino
80	80	80	CAMPINAS	DEL.SEC.1º CAMPINAS	DEINTER 2 - CAMPINAS	2644	2013	22/02/2013	22	2	2013	2	2013	01º D.P. CAMPINAS	PM	serviço	70301	HORTOLANDIA	DEINTER 9 - PIRACICABA	DEL.SEC.AMERICANA	01º D.P. HORTOLÂNDIA	Autor/Vitima	Masculino	26	Parda	08/08/1986	DESEMPREGADO	23:30:00	Via pública	NELSON FERREIRA DA SILVA	400	-22.965885559841038	-47.19460054051076	Localização/Apreensão e Entrega de veículo			Sim	22/02/2013	23	Parda	Masculino
81	81	81	REGISTRADO NA PF	REGISTRADO NA PF	REGISTRADO NA PF	REGISTRADO NA PF	2013	NÃO INFORMADO	#VALOR!	#VALOR!	#VALOR!	2	2013	REGISTRADO NA PF	PM	folga	REGISTRADO NA PF	REGISTRADO NA PF	REGISTRADO NA PF	REGISTRADO NA PF	REGISTRADO NA PF	REGISTRADO NA PF	NÃO INFORMADO	NÃO INFORMADO	Outros	NÃO INFORMADO	NÃO INFORMADO	NÃO INFORMADO	NÃO INFORMADO	NÃO INFORMADO	NÃO INFORMADO	-24.494879999999966	-47.84503999999998	NÃO INFORMADO			Sim		NÃO INFORMADO	NÃO INFORMADO	NÃO INFORMADO
82	82	82	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	193	2013	07/03/2013	7	3	2013	3	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	GUARULHOS	DEMACRO	DEL.SEC.GUARULHOS	07º D.P. GUARULHOS	Autor/Vitima	Masculino	21	Parda	01/03/1992	NÃO INFORMADO	11:00:00	Via pública	VIELA SEM NOME	0	-23.484557100152998	-46.764896376938744	Resistência (art. 329)			Sim	07/03/2013	11	Parda	Masculino
83	83	83	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	196	2013	08/03/2013	8	3	2013	3	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	89º D.P. JARDIM TABOAO	Autor/Vitima	Masculino	22	Branca	07/01/1991	SERVENTE	18:00:00	Via pública	R DAVID PIMENTEL	0	-23.6157093548665	-46.71595634233021	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	08/03/2013	18	Branca	Masculino
84	84	84	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	196	2013	08/03/2013	8	3	2013	3	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	89º D.P. JARDIM TABOAO	Autor/Vitima	Masculino	18	Branca	20/08/1994	NÃO INFORMADO	18:00:00	Via pública	R DAVID PIMENTEL	0	-23.6157093548665	-46.71595634233021	Roubo (art. 157)	VEICULO		Sim	08/03/2013	18	Branca	Masculino
85	85	85	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	211	2013	14/03/2013	14	3	2013	3	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	48º D.P. CIDADE DUTRA	Autor/Vitima	Masculino	22	Parda	29/11/1990	AJUDANTE	22:00:00	Via pública	AV INTERLAGOS	5121	-23.6917572121731	-46.698204111707604	Roubo (art. 157)	TRANSEUNTE		Sim	15/03/2013	22	Parda	Masculino
86	86	86	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	234	2013	21/03/2013	21	3	2013	3	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	66º D.P. JDIM ARICANDUVA	Autor/Vitima	Masculino	NÃO INFORMADO	Preta	NÃO INFORMADO	NÃO INFORMADO	09:15:00	Via pública	R SALVADOR MAELLA	138	-23.571689154195102	-46.501163270523904	Roubo (art. 157)	VEICULO		Sim	21/03/2013	09	Preta	Masculino
87	87	87	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	239	2013	24/03/2013	24	3	2013	3	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	25º D.P. PARELHEIROS	Autor/Vitima	Masculino	22	Parda	11/01/1991	ESTUDANTE	03:35:00	Via pública	R SANTA CATARINA	0	-23.879532818267304	-46.64582074037271	Lesão corporal (art. 129)			Sim	24/03/2013	03	Parda	Masculino
88	88	88	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	249	2013	27/03/2013	27	3	2013	3	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	34º D.P. MORUMBI	Autor/Vitima	Masculino	18	Parda	23/01/1995	NÃO INFORMADO	13:48:00	Via pública	R SEBASTIAO GONCALVES	1215	-23.5911727695073	-46.7493238365254	Associação Criminosa (art. 288)			Sim	27/03/2013	13	Parda	Masculino
89	89	89	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	251	2013	29/03/2013	29	3	2013	3	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.2º SUL	16º D.P. VILA CLEMENTINO	Autor/Vitima	Masculino	21	Branca	19/02/1992	NÃO INFORMADO	20:35:00	Via pública	TRAVESSA MARIA ISCREPANTE	0	-23.566109285832844	-46.42434557958947	Porte ilegal de arma de fogo de uso permitido (Art. 14)			Sim	29/03/2013	20	Branca	Masculino
90	90	90	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	251	2013	29/03/2013	29	3	2013	3	2013	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.2º SUL	16º D.P. VILA CLEMENTINO	Autor/Vitima	Masculino	20	Parda	09/01/1993	NÃO INFORMADO	20:35:00	Via pública	TRAVESSA MARIA ISCREPANTE	0	-23.566109285832844	-46.42434557958947	Porte ilegal de arma de fogo de uso permitido (Art. 14)			Sim	29/03/2013	20	Parda	Masculino
91	91	91	SANTOS	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	333	2013	05/03/2013	5	3	2013	3	2013	DEL.SEC.SANTOS	PM	folga	40200	SANTOS	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	05º D.P. SANTOS	Vítima	Masculino	18	Parda	03/04/1994	DESEMPREGADO	NÃO INFORMADO	Via pública	R DOMINGOS JOSE MARTINS	207	-23.9489269169975	-46.3671827422457	Lesão corporal culposa (art. 129. §6o.)			Sim	05/03/2013	NÃO INFORMADO	Parda	Masculino
92	92	92	S.PAULO	DEL.SEC.3º OESTE	DECAP	495	2013	09/03/2013	9	3	2013	3	2013	CENTRAL DE FLAGRANTES 3ª SEC 2	PM	folga	10392	S.PAULO	DECAP	DEL.SEC.3º OESTE	23º D.P. PERDIZES	Vítima	Masculino	24	Parda	24/02/1989	NÃO INFORMADO	13:30:00	Via pública	AV PRES CASTELO BRANCO	441	-23.524748345920898	-46.601779540935404	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	09/03/2013	13	Parda	Masculino
93	93	93	S.PAULO	DEL.SEC.4º NORTE	DECAP	822	2013	02/03/2013	2	3	2013	3	2013	CENTRAL DE FLAGRANTES 4ª SEC	PM	folga	20108	S.PAULO	DECAP	DEL.SEC.4º NORTE	45º D.P. V BRASILANDIA	Vítima	Masculino	18	Parda	10/08/1994	ESTUDANTE	05:09:00	Via pública	R JOAQUIM RIBEIRO	163	-23.4741657223272	-46.704652425198404	Resistência (art. 329)			Sim	02/03/2013	05	Parda	Masculino
94	94	94	S.VICENTE	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	891	2013	02/03/2013	2	3	2013	3	2013	DEL.POL.S.VICENTE	PC	folga	40217	S.VICENTE	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	02º D.P. SÃO VICENTE	Adolescente infrator	Masculino	17	Parda	11/03/1995	ESTUDANTE	06:30:00	Rodovia/Estrada	RODOVIA DOS IMIGRANTES	67 + 500 METROS NORTE	-23.90522872452259	-46.50572088179853	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim		06	Parda	Masculino
95	95	95	S.PAULO	DEL.SEC.6º SANTO AMARO	DECAP	903	2013	14/03/2013	14	3	2013	3	2013	80º D.P. VILA JOANIZA	PM	folga	10344	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	80º D.P. VILA JOANIZA	Autor/Vitima	Masculino	NÃO INFORMADO	Branca	NÃO INFORMADO	NÃO INFORMADO	15:25:00	Via pública	R CENERINO BRANCO DE ARAUJO	244	-23.6809037969835	-46.67975881877072	Resistência (art. 329)			Sim	14/03/2013	15	Branca	Masculino
